board,NS,EW,bid,by,lead,tricks,score,NS_pts,EW_pts
7,47,48,2♠,N,Q♣,8,110,108.5,35.5
7,51,52,3♣,W,A♠,9,-110,62.88,81.13
7,55,56,3NT,E,2♥,10,-630,3.06,140.94
7,59,60,3NT,W,K♠,8,100,90.25,53.75
7,63,64,3♣,E,1♦0,8,100,90.25,53.75
7,67,68,1NT,E,4♥,10,-180,24.35,119.65
7,71,72,2♥*,S,K♣,8,670,140.94,3.06
7,75,76,2♠,N,6♠,8,110,108.5,35.5
7,79,80,3NT,E,4♠,8,100,90.25,53.75
7,83,84,1NT,W,K♠,7,-90,77.07,66.93
7,87,88,3NT,W,2♦,7,200,131.82,12.18
7,91,92,4♣,E,4♥,9,100,90.25,53.75
7,95,96,2NT,W,1♥0,6,200,131.82,12.18
7,99,100,3♣,E,4♥,9,-110,62.88,81.13
7,103,104,2♥,S,Q♣,9,140,119.65,24.35
7,107,108,3NT,E,3♠,9,-600,8.13,135.88
7,111,112,4♣,E,2♥,8,200,131.82,12.18
7,115,116,1NT,W,2♦,10,-180,24.35,119.65
7,119,120,3♣,W,A♠,10,-130,42.6,101.4
7,123,124,1NT,W,A♠,8,-120,50.71,93.29
7,127,128,2NT,E,5♣,10,-180,24.35,119.65
7,131,132,3NT,E,4♠,8,100,90.25,53.75
7,135,136,2NT,W,1♥0,9,-150,35.5,108.5
7,139,140,2♥,S,K♣,7,-100,72,72
7,143,144,1♥,S,A♣,8,110,108.5,35.5
8,2,4,4♠,N,5♣,11,450,123.71,20.29
8,6,7,3♣,W,Q♥,7,100,65.92,78.08
8,9,37,3NT,S,1♣0,8,-50,53.75,90.25
8,15,41,3NT,S,1♣0,6,-150,17.25,126.75
8,18,27,4♠,S,5♠,11,450,123.71,20.29
8,22,25,3NT,S,8♣,7,-100,34.49,109.51
8,26,39,4♠,N,1♥0,11,450,123.71,20.29
8,33,29,4♥,S,1♣0,10,420,92.28,51.72
8,36,59,3NT,S,1♣0,7,-100,34.49,109.51
8,40,103,4♠,N,6♥,10,420,92.28,51.72
8,43,48,3NT,S,8♣,7,-100,34.49,109.51
8,47,70,4♠,N,5♣,11,450,123.71,20.29
8,51,54,3NT,S,3♣,11,460,137.9,6.1
8,55,74,3NT,S,1♣0,7,-100,34.49,109.51
8,61,68,3NT,S,1♣0,10,430,109.51,34.49
8,63,1,4♠,S,4♥,11,450,123.71,20.29
8,66,129,4♠,N,5♣,11,450,123.71,20.29
8,71,77,3NT,S,1♣0,8,-50,53.75,90.25
8,73,82,3♥,S,1♣0,8,-50,53.75,90.25
8,76,92,3NT,S,8♣,11,460,137.9,6.1
8,81,86,3NT,S,1♣0,9,400,77.07,66.93
8,84,116,3NT,S,1♣0,6,-150,17.25,126.75
8,87,95,3NT,S,5♠,6,-150,17.25,126.75
8,90,97,4♠,N,2♥,10,420,92.28,51.72
8,94,106,4♥,S,1♣0,8,-100,34.49,109.51
8,104,123,4♠,N,5♦,10,420,92.28,51.72
8,108,120,4♠,N,2♥,9,-50,53.75,90.25
8,111,125,3NT,S,7♣,10,430,109.51,34.49
8,114,128,3NT,S,1♣0,6,-150,17.25,126.75
8,121,134,4♠,S,6♥,10,420,92.28,51.72
8,124,24,3NT,S,4♦,6,-150,17.25,126.75
8,130,12,3NT,S,1♣0,7,-100,34.49,109.51
8,132,137,4♠,N,6♥,10,420,92.28,51.72
8,139,10,3NT,S,1♣0,6,-150,17.25,126.75
8,141,100,4♠,S,4♥,10,420,92.28,51.72
8,143,145,4♠,N,2♥,10,420,92.28,51.72
8,3,13,3NT,S,4♥,7,-100,34.49,109.51
8,8,16,3♣*,W,Q♥,7,300,75.04,68.96
8,14,19,4♠,N,6♥,11,450,123.71,20.29
8,17,28,3NT,S,8♣,5,-200,5.08,138.92
8,20,56,3♥,S,1♣0,10,170,69.97,74.03
8,23,113,3NT,S,8♣,6,-150,17.25,126.75
8,30,34,3♠,N,3♥,10,170,69.97,74.03
8,35,60,4♠,N,1♥0,10,420,92.28,51.72
8,38,45,4♠,S,8♣,11,450,123.71,20.29
8,42,44,3NT,S,8♣,11,460,137.9,6.1
8,46,65,3NT,S,9♣,8,-50,53.75,90.25
8,49,57,4♠,S,4♥,11,450,123.71,20.29
8,52,53,4♠,N,Q♣,12,480,142.97,1.03
8,58,80,2♥,W,2♣,4,200,73.01,70.99
8,62,67,3NT,S,8♣,5,-200,5.08,138.92
8,64,50,4♠,S,8♣,10,420,92.28,51.72
8,69,88,3NT,S,8♣,8,-50,53.75,90.25
8,72,78,3NT,S,1♣0,7,-100,34.49,109.51
8,75,91,4♠,N,J♥,11,450,123.71,20.29
8,79,99,3NT,S,3♣,5,-200,5.08,138.92
8,83,115,4♠,N,5♣,10,420,92.28,51.72
8,85,109,4♥,S,1♣0,10,420,92.28,51.72
8,89,98,3NT,S,1♣0,8,-50,53.75,90.25
8,93,105,3NT,S,1♣0,7,-100,34.49,109.51
8,96,11,4♠,N,2♥,10,420,92.28,51.72
8,107,119,3NT,S,5♠,8,-50,53.75,90.25
8,110,117,4♠,N,Q♣,10,420,92.28,51.72
8,112,126,4♠,E,6♥,10,-420,0.01,143.99
8,118,136,4♥,S,4♥,9,-50,53.75,90.25
8,122,133,4♠,N,5♣,11,450,123.71,20.29
8,127,21,3NT,S,5♣,6,-150,17.25,126.75
8,131,138,3NT,S,1♣0,5,-200,5.08,138.92
8,135,32,3♣*,W,Q♥,8,100,65.92,78.08
8,140,5,4♥,S,1♦0,12,480,142.97,1.03
8,142,31,2NT,S,1♣0,7,-50,53.75,90.25
8,144,146,3NT,N,6♦,10,430,109.51,34.49
9,2,4,2♥,E,K♠,9,-140,29.42,114.58
9,6,7,4♠*,S,4♣,9,-100,63.89,80.11
9,9,37,4♦,E,K♠,10,-130,41.58,102.42
9,15,41,4♦,E,K♠,10,-130,41.58,102.42
9,18,27,3♣,W,5♠,8,100,115.6,28.4
9,22,25,3NT,E,K♠,8,100,115.6,28.4
9,26,39,3♠,S,6♦,8,-50,88.22,55.78
9,33,29,3♥,E,K♠,9,-140,29.42,114.58
9,36,59,3♠,N,4♦,8,-50,88.22,55.78
9,40,103,3♥,W,5♠,10,-170,21.31,122.69
9,43,48,3♠,S,8♦,7,-100,63.89,80.11
9,47,70,3♥,W,J♠,10,-170,21.31,122.69
9,51,54,3♠,S,6♦,8,-50,88.22,55.78
9,55,74,2NT,E,K♠,7,100,115.6,28.4
9,61,68,2NT,E,K♠,8,-120,53.75,90.25
9,63,1,2NT,E,1♠0,8,-120,53.75,90.25
9,66,129,3♠,S,4♦,8,-50,88.22,55.78
9,71,77,3♦,E,K♠,10,-130,41.58,102.42
9,73,82,3♠,S,4♦,8,-50,88.22,55.78
9,76,92,4♥,E,K♠,10,-620,10.15,133.85
9,81,86,4♦,E,K♠,10,-130,41.58,102.42
9,84,116,4♠*,S,8♥,8,-300,17.25,126.75
9,87,95,4♦,E,K♠,10,-130,41.58,102.42
9,90,97,4♥,W,5♠,10,-620,10.15,133.85
9,94,106,4♥,E,K♠,10,-620,10.15,133.85
9,104,123,1NT,E,8♠,8,-120,53.75,90.25
9,108,120,3♥,E,K♠,9,-140,29.42,114.58
9,111,125,3♠,S,4♦,8,-50,88.22,55.78
9,114,128,4♦,E,K♠,10,-130,41.58,102.42
9,121,134,4♥,W,6♠,8,200,138.92,5.08
9,124,24,3♥*,E,K♠,9,-730,4.07,139.93
9,130,12,4♥,E,K♠,10,-620,10.15,133.85
9,132,137,3♠,S,4♦,8,-50,88.22,55.78
9,139,10,3♠,S,4♦,8,-50,88.22,55.78
9,141,100,2♠,S,4♦,8,110,129.79,14.21
9,143,145,3♠,S,2♦,8,-50,88.22,55.78
9,3,13,2NT,E,K♠,7,100,115.6,28.4
9,8,16,1♠,S,6♦,8,110,129.79,14.21
9,14,19,5♥,E,K♠,9,200,138.92,5.08
9,17,28,2NT,E,K♠,7,100,115.6,28.4
9,20,56,4♠*,S,4♦,8,-300,17.25,126.75
9,23,113,2♠,S,4♦,8,110,129.79,14.21
9,30,34,2♠,S,6♦,8,110,129.79,14.21
9,35,60,3♠,S,4♦,8,-50,88.22,55.78
9,38,45,3♠*,S,5♥,8,-100,63.89,80.11
9,42,44,3♥,E,K♠,9,-140,29.42,114.58
9,46,65,4♦,E,K♠,10,-130,41.58,102.42
9,49,57,3♠,S,4♦,8,-50,88.22,55.78
9,52,53,4♥*,E,K♠,8,500,143.99,0.01
9,58,80,3♦,E,K♠,10,-130,41.58,102.42
9,62,67,3NT,E,K♠,8,100,115.6,28.4
9,64,50,4♥,E,K♠,9,100,115.6,28.4
9,69,88,3♥*,E,K♠,10,-930,0.01,143.99
9,72,78,2♠,S,4♦,9,140,135.88,8.13
9,75,91,3♠,S,6♥,8,-50,88.22,55.78
9,79,99,3♠,S,4♦,8,-50,88.22,55.78
9,83,115,3♠,S,4♦,8,-50,88.22,55.78
9,85,109,4♥*,E,K♠,10,-790,2.04,141.96
9,89,98,3♠,S,4♦,8,-50,88.22,55.78
9,93,105,4♥,W,9♠,7,300,141.96,2.04
9,96,11,3♠,S,4♦,8,-50,88.22,55.78
9,107,119,4♥,E,K♠,10,-620,10.15,133.85
9,110,117,2NT,E,K♠,7,100,115.6,28.4
9,112,126,3♠,S,4♦,8,-50,88.22,55.78
9,118,136,2NT,W,8♠,8,-120,53.75,90.25
9,122,133,2♠,S,4♦,8,110,129.79,14.21
9,127,21,3♠*,S,4♦,8,-100,63.89,80.11
9,131,138,3♠,S,4♦,8,-50,88.22,55.78
9,135,32,2NT,E,K♠,9,-150,24.35,119.65
9,140,5,4♠*,S,4♦,9,-100,63.89,80.11
9,142,31,3NT,E,K♠,8,100,115.6,28.4
9,144,146,3♠*,S,4♦,8,-100,63.89,80.11
10,2,4,6♣,N,6♥,12,1370,50.71,93.29
10,6,7,4♠,S,4♠,12,680,27.39,116.61
10,9,37,6♠,S,4♠,12,1430,90.25,53.75
10,15,41,6♠,S,A♥,12,1430,90.25,53.75
10,18,27,6♠,S,A♥,12,1430,90.25,53.75
10,22,25,6♣,S,4♦,13,1390,57.81,86.19
10,26,39,6♠,S,A♥,12,1430,90.25,53.75
10,33,29,7♠,S,4♠,13,2210,143.99,0.01
10,36,59,4♠,S,4♠,13,710,43.61,100.39
10,40,103,6♠,S,A♥,11,-100,8.13,135.88
10,43,48,6♠,S,A♥,12,1430,90.25,53.75
10,47,70,6♣,N,7♥,12,1370,50.71,93.29
10,51,54,7NT,N,3♥,12,-100,8.13,135.88
10,55,74,6NT,S,A♥,8,-400,0.01,143.99
10,61,68,6♠,S,4♦,13,1460,132.83,11.17
10,63,1,6♠,S,4♠,13,1460,132.83,11.17
10,66,129,6♣,N,9♣,13,1390,57.81,86.19
10,71,77,4♠,S,4♠,12,680,27.39,116.61
10,73,82,6♠,S,A♥,12,1430,90.25,53.75
10,76,92,6♠,S,A♥,12,1430,90.25,53.75
10,81,86,6♠,S,4♠,12,1430,90.25,53.75
10,84,116,6♠,S,A♥,12,1430,90.25,53.75
10,87,95,6♣,S,A♥,12,1370,50.71,93.29
10,90,97,6♠,S,A♥,12,1430,90.25,53.75
10,94,106,6♠,S,A♥,12,1430,90.25,53.75
10,104,123,6♠,S,A♥,12,1430,90.25,53.75
10,108,120,6♠,S,3♠,12,1430,90.25,53.75
10,111,125,4♠,S,J♥,12,680,27.39,116.61
10,114,128,6♠,S,A♥,12,1430,90.25,53.75
10,121,134,6♠,S,7♥,12,1430,90.25,53.75
10,124,24,6♠,S,A♥,12,1430,90.25,53.75
10,130,12,6♠,S,A♥,12,1430,90.25,53.75
10,132,137,6♠,S,Q♥,12,1430,90.25,53.75
10,139,10,5♠,S,5♠,12,680,27.39,116.61
10,141,100,4♠,S,Q♣,12,680,27.39,116.61
10,143,145,4♠,S,3♠,12,680,27.39,116.61
10,3,13,6♠,S,4♠,13,1460,132.83,11.17
10,8,16,5♣,S,A♥,12,620,14.21,129.79
10,14,19,6♠,S,4♠,11,-100,8.13,135.88
10,17,28,6♠,S,A♥,12,1430,90.25,53.75
10,20,56,6♠,S,6♥,13,1460,132.83,11.17
10,23,113,4♠,S,3♠,12,680,27.39,116.61
10,30,34,6♠,S,A♥,12,1430,90.25,53.75
10,35,60,7♠,S,A♥,12,-100,8.13,135.88
10,38,45,5♠,N,3♠,12,680,27.39,116.61
10,42,44,6♠,S,4♠,13,1460,132.83,11.17
10,46,65,4♠,S,4♠,12,680,27.39,116.61
10,49,57,4♠,S,1♦0,12,680,27.39,116.61
10,52,53,6♣,S,1♦0,13,1390,57.81,86.19
10,58,80,6♠,N,6♥,13,1460,132.83,11.17
10,62,67,6♠,S,A♥,12,1430,90.25,53.75
10,64,50,6♠,S,4♠,13,1460,132.83,11.17
10,69,88,7NT*,N,4♥,12,-200,2.04,141.96
10,72,78,6♣,N,4♣,13,1390,57.81,86.19
10,75,91,6NT,N,3♦,12,1440,120.67,23.33
10,79,99,5♠,S,4♠,13,710,43.61,100.39
10,83,115,6♠,N,1♣0,13,1460,132.83,11.17
10,85,109,6♠,S,3♠,12,1430,90.25,53.75
10,89,98,6♠,S,A♥,12,1430,90.25,53.75
10,93,105,6♠,S,A♥,12,1430,90.25,53.75
10,96,11,4♠,S,4♠,13,710,43.61,100.39
10,107,119,5♠,S,A♥,12,680,27.39,116.61
10,110,117,6♠,S,3♠,12,1430,90.25,53.75
10,112,126,6♠,S,3♠,13,1460,132.83,11.17
10,118,136,6NT,S,A♥,12,1440,120.67,23.33
10,122,133,6♠,N,9♠,12,1430,90.25,53.75
10,127,21,4♠,S,1♦0,13,710,43.61,100.39
10,131,138,4♠,S,A♥,12,680,27.39,116.61
10,135,32,6♠,S,A♥,11,-100,8.13,135.88
10,140,5,6♠,S,A♥,12,1430,90.25,53.75
10,142,31,6♠,N,1♣0,13,1460,132.83,11.17
10,144,146,6♠,S,A♥,12,1430,90.25,53.75
11,2,4,2♠,W,2♥,10,-170,16.24,127.76
11,6,7,2NT,S,4♠,7,-50,82.14,61.86
11,9,37,2♦,N,4♥,9,110,126.75,17.25
11,15,41,3NT,S,1♥0,7,-100,42.6,101.4
11,18,27,2♥,W,2♥,9,-140,23.33,120.67
11,22,25,2NT,S,3♦,9,150,137.9,6.1
11,26,39,4♥,E,3♦,10,-420,10.15,133.85
11,33,29,2♠,W,7♥,9,-140,23.33,120.67
11,36,59,2♥*,E,K♣,8,-470,8.13,135.88
11,40,103,3♥*,E,7♥,9,-530,4.07,139.93
11,43,48,2♥*,E,Q♣,9,-570,0.01,143.99
11,47,70,2NT,S,9♣,9,150,137.9,6.1
11,51,54,3NT,N,3♥,8,-50,82.14,61.86
11,55,74,2NT,N,4♠,7,-50,82.14,61.86
11,61,68,3♦,S,7♣,8,-50,82.14,61.86
11,63,1,2NT,S,4♠,7,-50,82.14,61.86
11,66,129,3♣,S,3♦,8,-50,82.14,61.86
11,71,77,4♠,S,4♠,9,-50,82.14,61.86
11,73,82,3♦,N,A♥,7,-100,42.6,101.4
11,76,92,2NT,S,4♠,7,-50,82.14,61.86
11,81,86,3NT,S,4♠,7,-100,42.6,101.4
11,84,116,3♣,S,4♥,7,-100,42.6,101.4
11,87,95,4♥,E,1♦0,9,50,114.58,29.42
11,90,97,2NT,S,5♠,7,-50,82.14,61.86
11,94,106,3♣,S,4♥,7,-100,42.6,101.4
11,104,123,2NT,S,4♠,7,-50,82.14,61.86
11,108,120,3♦,N,K♠,9,110,126.75,17.25
11,111,125,2NT,S,6♣,8,120,132.83,11.17
11,114,128,3♥*,E,K♣,8,100,121.68,22.32
11,121,134,3♦,S,6♥,9,110,126.75,17.25
11,124,24,2NT,S,4♠,6,-100,42.6,101.4
11,130,12,4♣*,S,A♠,8,-300,12.18,131.82
11,132,137,2NT,S,4♠,7,-50,82.14,61.86
11,139,10,2NT,S,3♠,7,-50,82.14,61.86
11,141,100,2NT,S,6♣,7,-50,82.14,61.86
11,143,145,3♥,E,5♦,8,50,114.58,29.42
11,3,13,2♠*,W,2♥,6,300,142.97,1.03
11,8,16,3♥,E,5♦,9,-140,23.33,120.67
11,14,19,2♥,E,K♣,8,-110,29.42,114.58
11,17,28,3NT,S,4♠,7,-100,42.6,101.4
11,20,56,2NT,S,6♣,7,-50,82.14,61.86
11,23,113,2NT,S,5♠,7,-50,82.14,61.86
11,30,34,3♦,N,5♣,8,-50,82.14,61.86
11,35,60,4♣,S,A♠,8,-100,42.6,101.4
11,38,45,3♣,S,6♥,9,110,126.75,17.25
11,42,44,2NT,S,4♠,7,-50,82.14,61.86
11,46,65,3♥*,E,K♣,9,-530,4.07,139.93
11,49,57,2NT,S,4♠,7,-50,82.14,61.86
11,52,53,4♦,S,1♥0,8,-100,42.6,101.4
11,58,80,2♣*,W,6♦,6,300,142.97,1.03
11,62,67,2NT,S,4♠,7,-50,82.14,61.86
11,64,50,2NT,S,4♠,7,-50,82.14,61.86
11,69,88,3♣,S,3♦,7,-100,42.6,101.4
11,72,78,2NT,S,4♠,7,-50,82.14,61.86
11,75,91,3♠,W,3♠,8,50,114.58,29.42
11,79,99,2NT,S,4♠,7,-50,82.14,61.86
11,83,115,3♣,S,3♦,8,-50,82.14,61.86
11,85,109,3♥*,E,K♣,9,-530,4.07,139.93
11,89,98,3♣,S,3♦,5,-200,14.21,129.79
11,93,105,2NT,S,4♠,7,-50,82.14,61.86
11,96,11,3♥,E,K♣,8,50,114.58,29.42
11,107,119,2NT,S,4♠,6,-100,42.6,101.4
11,110,117,3♣,S,3♦,8,-50,82.14,61.86
11,112,126,2NT,N,6♣,9,150,137.9,6.1
11,118,136,2NT,S,4♠,5,-150,18.26,125.74
11,122,133,2NT,S,6♣,8,120,132.83,11.17
11,127,21,2NT,N,5♥,7,-50,82.14,61.86
11,131,138,1NT,S,5♥,7,90,119.65,24.35
11,135,32,2NT,S,5♠,7,-50,82.14,61.86
11,140,5,2♠,W,A♦,8,-110,29.42,114.58
11,142,31,2NT,S,4♠,7,-50,82.14,61.86
11,144,146,2♥,E,K♣,9,-140,23.33,120.67
12,2,4,4♦*,W,Q♥,8,300,131.82,12.18
12,6,7,3♣,S,A♦,11,150,118.64,25.36
12,9,37,3♥,S,1♣0,8,-100,26.38,117.63
12,15,41,3♥,S,A♠,8,-100,26.38,117.63
12,18,27,3♦,W,Q♥,7,100,80.11,63.89
12,22,25,3♥,S,1♣0,10,170,128.78,15.22
12,26,39,3♦,W,Q♥,7,100,80.11,63.89
12,33,29,3NT,N,J♦,8,-100,26.38,117.63
12,36,59,2♠,E,A♥,8,-110,11.17,132.83
12,40,103,PO,-,-,-,-,-,-
12,43,48,3♥,S,A♦,9,140,106.47,37.53
12,47,70,2NT,N,J♦,7,-100,26.38,117.63
12,51,54,2NT,N,2♣,9,150,118.64,25.36
12,55,74,2♥,S,1♣0,8,110,98.36,45.64
12,61,68,PO,-,-,-,-,-,-
12,63,1,2♠,E,6♦,7,50,59.83,84.17
12,66,129,3NT,N,J♦,10,630,142.97,1.03
12,71,77,5♥,S,A♦,8,-300,2.04,141.96
12,73,82,3NT,N,J♦,9,600,137.9,6.1
12,76,92,3♦,W,Q♥,6,150,118.64,25.36
12,81,86,3NT,N,J♦,8,-100,26.38,117.63
12,84,116,3♦*,W,Q♥,8,100,80.11,63.89
12,87,95,2♥,S,A♠,8,110,98.36,45.64
12,90,97,PO,-,-,-,-,-,-
12,94,106,2♠,E,A♥,7,50,59.83,84.17
12,104,123,3♥,S,A♠,9,140,106.47,37.53
12,108,120,3♦*,W,Q♥,8,100,80.11,63.89
12,111,125,3♠,E,A♥,7,100,80.11,63.89
12,114,128,2♠,E,A♥,6,100,80.11,63.89
12,121,134,3♦*,E,Q♥,6,500,133.85,10.15
12,124,24,3♦,W,Q♥,7,100,80.11,63.89
12,130,12,2♠,E,K♥,8,-110,11.17,132.83
12,132,137,3♦,W,Q♥,6,150,118.64,25.36
12,139,10,2♥,S,A♦,8,110,98.36,45.64
12,141,100,2♠,E,A♥,7,50,59.83,84.17
12,143,145,3♦,W,Q♥,7,100,80.11,63.89
12,3,13,3NT,N,J♦,9,600,137.9,6.1
12,8,16,3♥,S,A♦,9,140,106.47,37.53
12,14,19,2♠,E,6♦,8,-110,11.17,132.83
12,17,28,2♥,S,1♣0,10,170,128.78,15.22
12,20,56,3♣,S,A♦,6,-300,2.04,141.96
12,23,113,2♠,E,A♥,6,100,80.11,63.89
12,30,34,PO,-,-,-,-,-,-
12,35,60,3NT,N,J♦,10,630,142.97,1.03
12,38,45,3NT,N,J♦,6,-300,2.04,141.96
12,42,44,3♣,S,2♣,11,150,118.64,25.36
12,46,65,2NT,N,J♦,9,150,118.64,25.36
12,49,57,2♥,S,A♠,9,140,106.47,37.53
12,52,53,3♦,W,Q♥,8,50,59.83,84.17
12,58,80,2♠,E,A♥,6,100,80.11,63.89
12,62,67,3♦,W,Q♥,6,150,118.64,25.36
12,64,50,PO,-,-,-,-,-,-
12,69,88,2♠,E,A♥,8,-110,11.17,132.83
12,72,78,4♥,S,1♣0,9,-100,26.38,117.63
12,75,91,PO,-,-,-,-,-,-
12,79,99,3♦,W,Q♥,8,50,59.83,84.17
12,83,115,PO,-,-,-,-,-,-
12,85,109,2♠,E,A♥,8,-110,11.17,132.83
12,89,98,3NT,N,J♦,9,600,137.9,6.1
12,93,105,PO,-,-,-,-,-,-
12,96,11,PO,-,-,-,-,-,-
12,107,119,2♠,E,A♥,6,100,80.11,63.89
12,110,117,3♦,W,Q♥,7,100,80.11,63.89
12,112,126,3♦,W,Q♥,8,50,59.83,84.17
12,118,136,3♥,S,A♠,8,-100,26.38,117.63
12,122,133,2♥,S,A♠,8,110,98.36,45.64
12,127,21,2♠,E,6♦,5,150,118.64,25.36
12,131,138,3♦,W,Q♥,7,100,80.11,63.89
12,135,32,2♥,S,1♣0,7,-100,26.38,117.63
12,140,5,3♥,S,4♥,8,-100,26.38,117.63
12,142,31,2♠,E,A♥,8,-110,11.17,132.83
12,144,146,2♠,E,6♦,6,100,80.11,63.89
13,2,4,4♥,E,6♠,10,-620,6.1,137.9
13,6,7,4♥,W,A♦,10,-620,6.1,137.9
13,9,37,3♥,E,2♥,10,-170,56.79,87.21
13,15,41,2♥,E,6♦,10,-170,56.79,87.21
13,18,27,4♥,E,2♦,10,-620,6.1,137.9
13,22,25,3♥,W,A♦,8,100,140.94,3.06
13,26,39,2♥,E,6♦,10,-170,56.79,87.21
13,33,29,2♠,E,6♣,11,-200,20.29,123.71
13,36,59,2♥,E,6♦,9,-140,103.43,40.57
13,40,103,2♠,E,6♦,10,-170,56.79,87.21
13,43,48,1NT,N,4♥,6,-100,135.88,8.13
13,47,70,2♥,E,6♥,9,-140,103.43,40.57
13,51,54,2♥,E,2♥,8,-110,129.79,14.21
13,55,74,3♥,E,6♦,9,-140,103.43,40.57
13,61,68,2♥,W,K♦,9,-140,103.43,40.57
13,63,1,2♥,E,8♦,9,-140,103.43,40.57
13,66,129,2♠,W,K♦,10,-170,56.79,87.21
13,71,77,4♥,W,A♦,10,-620,6.1,137.9
13,73,82,2♠,E,6♦,10,-170,56.79,87.21
13,76,92,2♥,E,A♣,8,-110,129.79,14.21
13,81,86,4♥,W,K♦,10,-620,6.1,137.9
13,84,116,2♥,E,6♦,9,-140,103.43,40.57
13,87,95,2♥,E,8♦,10,-170,56.79,87.21
13,90,97,3♥,E,2♥,10,-170,56.79,87.21
13,94,106,1NT,E,3♣,8,-120,121.68,22.32
13,104,123,2♥,E,6♦,10,-170,56.79,87.21
13,108,120,2♥,E,3♣,11,-200,20.29,123.71
13,111,125,3♥,E,6♦,10,-170,56.79,87.21
13,114,128,2♥,E,8♦,8,-110,129.79,14.21
13,121,134,2♥,E,5♦,10,-170,56.79,87.21
13,124,24,2♥,E,6♦,9,-140,103.43,40.57
13,130,12,2♥,E,3♣,9,-140,103.43,40.57
13,132,137,3♥,E,6♦,10,-170,56.79,87.21
13,139,10,2♥,E,8♦,10,-170,56.79,87.21
13,141,100,2♥,E,3♣,11,-200,20.29,123.71
13,143,145,2♥,E,2♥,10,-170,56.79,87.21
13,3,13,2♥,E,6♥,9,-140,103.43,40.57
13,8,16,4♥,E,6♦,10,-620,6.1,137.9
13,14,19,2♥,W,K♦,10,-170,56.79,87.21
13,17,28,2♥,E,6♠,9,-140,103.43,40.57
13,20,56,3♥,W,K♦,10,-170,56.79,87.21
13,23,113,4♥,E,2♥,8,200,143.99,0.01
13,30,34,2♦,S,3♥,6,-200,20.29,123.71
13,35,60,4♥,W,K♦,10,-620,6.1,137.9
13,38,45,2♥,E,8♦,10,-170,56.79,87.21
13,42,44,2♠,E,6♦,10,-170,56.79,87.21
13,46,65,1NT,N,A♥,5,-200,20.29,123.71
13,49,57,2♥,E,6♦,10,-170,56.79,87.21
13,52,53,1NT,S,5♠,3,-400,14.21,129.79
13,58,80,3♥,W,A♦,8,100,140.94,3.06
13,62,67,2♥,E,9♥,10,-170,56.79,87.21
13,64,50,3♥,E,6♦,9,-140,103.43,40.57
13,69,88,2♥,E,2♥,10,-170,56.79,87.21
13,72,78,2♠,E,6♦,10,-170,56.79,87.21
13,75,91,3♥,E,8♦,10,-170,56.79,87.21
13,79,99,2♠,E,9♥,10,-170,56.79,87.21
13,83,115,1NT,N,4♥,7,90,137.9,6.1
13,85,109,2♥,E,6♦,10,-170,56.79,87.21
13,89,98,2NT,E,3♣,8,-120,121.68,22.32
13,93,105,2♠,E,6♦,10,-170,56.79,87.21
13,96,11,3♥,W,A♦,10,-170,56.79,87.21
13,107,119,1NT,E,3♣,8,-120,121.68,22.32
13,110,117,2♥,E,2♥,9,-140,103.43,40.57
13,112,126,2♥,E,2♥,9,-140,103.43,40.57
13,118,136,2♠,E,6♥,9,-140,103.43,40.57
13,122,133,2♥,E,6♦,9,-140,103.43,40.57
13,127,21,2♠,E,8♦,10,-170,56.79,87.21
13,131,138,2♥,E,3♠,10,-170,56.79,87.21
13,135,32,2♥,E,6♠,8,-110,129.79,14.21
13,140,5,2♥,E,6♦,10,-170,56.79,87.21
13,142,31,2♥,E,9♥,10,-170,56.79,87.21
13,144,146,2♠,E,6♦,8,-110,129.79,14.21
14,2,4,6♦,N,A♣,12,920,134.86,9.14
14,6,7,5♦,N,K♣,12,420,64.9,79.1
14,9,37,5♦,N,A♣,12,420,64.9,79.1
14,15,41,5♦,N,A♣,12,420,64.9,79.1
14,18,27,5♦,N,K♣,12,420,64.9,79.1
14,22,25,5♦,N,A♣,12,420,64.9,79.1
14,26,39,4♦,N,9♠,13,190,13.19,130.81
14,33,29,4♦,N,A♣,12,170,9.14,134.86
14,36,59,5♦,N,K♣,12,420,64.9,79.1
14,40,103,6♦,N,K♣,12,920,134.86,9.14
14,43,48,6♦,N,A♣,12,920,134.86,9.14
14,47,70,5♦,N,K♣,12,420,64.9,79.1
14,51,54,5♦,N,2♣,12,420,64.9,79.1
14,55,74,5♦*,N,9♠,13,750,123.71,20.29
14,61,68,5♦,N,A♣,12,420,64.9,79.1
14,63,1,5♦,N,K♣,12,420,64.9,79.1
14,66,129,6♦,N,K♣,12,920,134.86,9.14
14,71,77,4♦,N,9♠,13,190,13.19,130.81
14,73,82,6♦,N,A♣,12,920,134.86,9.14
14,76,92,5♦,N,K♣,12,420,64.9,79.1
14,81,86,5♦,N,A♣,12,420,64.9,79.1
14,84,116,6♦,N,K♣,12,920,134.86,9.14
14,87,95,5♦,N,A♣,12,420,64.9,79.1
14,90,97,3NT,N,9♠,11,460,121.68,22.32
14,94,106,5♦,N,K♣,12,420,64.9,79.1
14,104,123,5♦,N,9♠,13,440,112.56,31.44
14,108,120,4♥,S,Q♣,11,450,118.64,25.36
14,111,125,4♣*,E,Q♠,8,300,19.28,124.72
14,114,128,5♦,N,A♣,12,420,64.9,79.1
14,121,134,5♦,N,K♣,12,420,64.9,79.1
